"","plot","grid_number","date","abundance","plot_grid","treatment","complexity","plot_date","days_since_outplanting","days_comp","c.abun.mean","rabun"
"466","HS",12,"05-Jul-19",5,"HS - 12","0%","High","HS - 05-Jul-19",26,"26 - High",1.5,3.5
"467","HS",12,"05-Jun-19",2,"HS - 12","0%","High","HS - 05-Jun-19",1,"1 - High",0.25,1.75
"468","HS",12,"06-Jun-19",5,"HS - 12","0%","High","HS - 06-Jun-19",2,"2 - High",3.75,1.25
"469","HS",12,"07-Jun-19",8,"HS - 12","0%","High","HS - 07-Jun-19",3,"3 - High",1.875,6.125
"470","HS",12,"09-Jul-19",3,"HS - 12","0%","High","HS - 09-Jul-19",30,"30 - High",0.75,2.25
"471","HS",12,"11-Jun-19",2,"HS - 12","0%","High","HS - 11-Jun-19",5,"5 - High",2.375,-0.375
"472","HS",12,"13-Jun-19",1,"HS - 12","0%","High","HS - 13-Jun-19",7,"7 - High",1.75,-0.75
"473","HS",12,"15-Jul-19",3,"HS - 12","0%","High","HS - 15-Jul-19",33,"33 - High",2.375,0.625
"474","HS",12,"15-Jun-19",6,"HS - 12","0%","High","HS - 15-Jun-19",9,"9 - High",2.75,3.25
"475","HS",12,"20-Jul-19",4,"HS - 12","0%","High","HS - 20-Jul-19",37,"37 - High",4.75,-0.75
"476","HS",12,"20-Jun-19",1,"HS - 12","0%","High","HS - 20-Jun-19",11,"11 - High",5.125,-4.125
"477","HS",12,"25-Jul-19",2,"HS - 12","0%","High","HS - 25-Jul-19",43,"43 - High",1.625,0.375
"478","HS",12,"25-Jun-19",11,"HS - 12","0%","High","HS - 25-Jun-19",13,"13 - High",2.875,8.125
"479","HS",12,"28-Jul-19",5,"HS - 12","0%","High","HS - 28-Jul-19",48,"48 - High",2.625,2.375
"480","HS",12,"28-Jun-19",9,"HS - 12","0%","High","HS - 28-Jun-19",18,"18 - High",5.125,3.875
"481","HS",14,"02-Jul-19",3,"HS - 14","100%","High","HS - 02-Jul-19",23,"23 - High",2.125,0.875
"482","HS",14,"05-Jul-19",0,"HS - 14","100%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"483","HS",14,"05-Jun-19",0,"HS - 14","100%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"484","HS",14,"06-Jun-19",1,"HS - 14","100%","High","HS - 06-Jun-19",2,"2 - High",3.75,-2.75
"485","HS",14,"07-Jun-19",1,"HS - 14","100%","High","HS - 07-Jun-19",3,"3 - High",1.875,-0.875
"486","HS",14,"09-Jul-19",0,"HS - 14","100%","High","HS - 09-Jul-19",30,"30 - High",0.75,-0.75
"487","HS",14,"11-Jun-19",15,"HS - 14","100%","High","HS - 11-Jun-19",5,"5 - High",2.375,12.625
"488","HS",14,"13-Jun-19",1,"HS - 14","100%","High","HS - 13-Jun-19",7,"7 - High",1.75,-0.75
"489","HS",14,"15-Jul-19",0,"HS - 14","100%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"490","HS",14,"15-Jun-19",3,"HS - 14","100%","High","HS - 15-Jun-19",9,"9 - High",2.75,0.25
"491","HS",14,"20-Jul-19",0,"HS - 14","100%","High","HS - 20-Jul-19",37,"37 - High",4.75,-4.75
"492","HS",14,"20-Jun-19",1,"HS - 14","100%","High","HS - 20-Jun-19",11,"11 - High",5.125,-4.125
"493","HS",14,"25-Jul-19",1,"HS - 14","100%","High","HS - 25-Jul-19",43,"43 - High",1.625,-0.625
"494","HS",14,"25-Jun-19",1,"HS - 14","100%","High","HS - 25-Jun-19",13,"13 - High",2.875,-1.875
"495","HS",14,"28-Jul-19",1,"HS - 14","100%","High","HS - 28-Jul-19",48,"48 - High",2.625,-1.625
"496","HS",14,"28-Jun-19",0,"HS - 14","100%","High","HS - 28-Jun-19",18,"18 - High",5.125,-5.125
"497","HS",15,"02-Jul-19",0,"HS - 15","30%","High","HS - 02-Jul-19",23,"23 - High",2.125,-2.125
"498","HS",15,"05-Jul-19",0,"HS - 15","30%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"499","HS",15,"05-Jun-19",0,"HS - 15","30%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"500","HS",15,"06-Jun-19",0,"HS - 15","30%","High","HS - 06-Jun-19",2,"2 - High",3.75,-3.75
"501","HS",15,"07-Jun-19",0,"HS - 15","30%","High","HS - 07-Jun-19",3,"3 - High",1.875,-1.875
"502","HS",15,"09-Jul-19",0,"HS - 15","30%","High","HS - 09-Jul-19",30,"30 - High",0.75,-0.75
"503","HS",15,"11-Jun-19",0,"HS - 15","30%","High","HS - 11-Jun-19",5,"5 - High",2.375,-2.375
"504","HS",15,"13-Jun-19",0,"HS - 15","30%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"505","HS",15,"15-Jul-19",0,"HS - 15","30%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"506","HS",15,"15-Jun-19",3,"HS - 15","30%","High","HS - 15-Jun-19",9,"9 - High",2.75,0.25
"507","HS",15,"20-Jul-19",0,"HS - 15","30%","High","HS - 20-Jul-19",37,"37 - High",4.75,-4.75
"508","HS",15,"20-Jun-19",0,"HS - 15","30%","High","HS - 20-Jun-19",11,"11 - High",5.125,-5.125
"509","HS",15,"25-Jul-19",0,"HS - 15","30%","High","HS - 25-Jul-19",43,"43 - High",1.625,-1.625
"510","HS",15,"25-Jun-19",0,"HS - 15","30%","High","HS - 25-Jun-19",13,"13 - High",2.875,-2.875
"511","HS",15,"28-Jul-19",0,"HS - 15","30%","High","HS - 28-Jul-19",48,"48 - High",2.625,-2.625
"512","HS",15,"28-Jun-19",1,"HS - 15","30%","High","HS - 28-Jun-19",18,"18 - High",5.125,-4.125
"513","HS",16,"02-Jul-19",5,"HS - 16","70%","High","HS - 02-Jul-19",23,"23 - High",2.125,2.875
"514","HS",16,"05-Jul-19",2,"HS - 16","70%","High","HS - 05-Jul-19",26,"26 - High",1.5,0.5
"515","HS",16,"05-Jun-19",1,"HS - 16","70%","High","HS - 05-Jun-19",1,"1 - High",0.25,0.75
"516","HS",16,"06-Jun-19",1,"HS - 16","70%","High","HS - 06-Jun-19",2,"2 - High",3.75,-2.75
"517","HS",16,"07-Jun-19",2,"HS - 16","70%","High","HS - 07-Jun-19",3,"3 - High",1.875,0.125
"518","HS",16,"09-Jul-19",6,"HS - 16","70%","High","HS - 09-Jul-19",30,"30 - High",0.75,5.25
"519","HS",16,"11-Jun-19",1,"HS - 16","70%","High","HS - 11-Jun-19",5,"5 - High",2.375,-1.375
"520","HS",16,"13-Jun-19",6,"HS - 16","70%","High","HS - 13-Jun-19",7,"7 - High",1.75,4.25
"521","HS",16,"15-Jul-19",2,"HS - 16","70%","High","HS - 15-Jul-19",33,"33 - High",2.375,-0.375
"522","HS",16,"15-Jun-19",1,"HS - 16","70%","High","HS - 15-Jun-19",9,"9 - High",2.75,-1.75
"523","HS",16,"20-Jul-19",9,"HS - 16","70%","High","HS - 20-Jul-19",37,"37 - High",4.75,4.25
"524","HS",16,"20-Jun-19",3,"HS - 16","70%","High","HS - 20-Jun-19",11,"11 - High",5.125,-2.125
"525","HS",16,"25-Jul-19",5,"HS - 16","70%","High","HS - 25-Jul-19",43,"43 - High",1.625,3.375
"526","HS",16,"25-Jun-19",4,"HS - 16","70%","High","HS - 25-Jun-19",13,"13 - High",2.875,1.125
"527","HS",16,"28-Jul-19",7,"HS - 16","70%","High","HS - 28-Jul-19",48,"48 - High",2.625,4.375
"528","HS",16,"28-Jun-19",17,"HS - 16","70%","High","HS - 28-Jun-19",18,"18 - High",5.125,11.875
"529","HS",17,"02-Jul-19",1,"HS - 17","0%","High","HS - 02-Jul-19",23,"23 - High",2.125,-1.125
"530","HS",17,"05-Jul-19",0,"HS - 17","0%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"531","HS",17,"05-Jun-19",2,"HS - 17","0%","High","HS - 05-Jun-19",1,"1 - High",0.25,1.75
"532","HS",17,"06-Jun-19",7,"HS - 17","0%","High","HS - 06-Jun-19",2,"2 - High",3.75,3.25
"533","HS",17,"07-Jun-19",12,"HS - 17","0%","High","HS - 07-Jun-19",3,"3 - High",1.875,10.125
"534","HS",17,"09-Jul-19",1,"HS - 17","0%","High","HS - 09-Jul-19",30,"30 - High",0.75,0.25
"535","HS",17,"11-Jun-19",2,"HS - 17","0%","High","HS - 11-Jun-19",5,"5 - High",2.375,-0.375
"536","HS",17,"13-Jun-19",3,"HS - 17","0%","High","HS - 13-Jun-19",7,"7 - High",1.75,1.25
"537","HS",17,"15-Jul-19",2,"HS - 17","0%","High","HS - 15-Jul-19",33,"33 - High",2.375,-0.375
"538","HS",17,"15-Jun-19",0,"HS - 17","0%","High","HS - 15-Jun-19",9,"9 - High",2.75,-2.75
"539","HS",17,"20-Jul-19",1,"HS - 17","0%","High","HS - 20-Jul-19",37,"37 - High",4.75,-3.75
"540","HS",17,"20-Jun-19",2,"HS - 17","0%","High","HS - 20-Jun-19",11,"11 - High",5.125,-3.125
"541","HS",17,"25-Jul-19",1,"HS - 17","0%","High","HS - 25-Jul-19",43,"43 - High",1.625,-0.625
"542","HS",17,"25-Jun-19",2,"HS - 17","0%","High","HS - 25-Jun-19",13,"13 - High",2.875,-0.875
"543","HS",17,"28-Jul-19",4,"HS - 17","0%","High","HS - 28-Jul-19",48,"48 - High",2.625,1.375
"544","HS",17,"28-Jun-19",5,"HS - 17","0%","High","HS - 28-Jun-19",18,"18 - High",5.125,-0.125
"545","HS",18,"02-Jul-19",0,"HS - 18","100%","High","HS - 02-Jul-19",23,"23 - High",2.125,-2.125
"546","HS",18,"05-Jul-19",1,"HS - 18","100%","High","HS - 05-Jul-19",26,"26 - High",1.5,-0.5
"547","HS",18,"05-Jun-19",0,"HS - 18","100%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"548","HS",18,"06-Jun-19",19,"HS - 18","100%","High","HS - 06-Jun-19",2,"2 - High",3.75,15.25
"549","HS",18,"07-Jun-19",2,"HS - 18","100%","High","HS - 07-Jun-19",3,"3 - High",1.875,0.125
"550","HS",18,"09-Jul-19",2,"HS - 18","100%","High","HS - 09-Jul-19",30,"30 - High",0.75,1.25
"551","HS",18,"11-Jun-19",6,"HS - 18","100%","High","HS - 11-Jun-19",5,"5 - High",2.375,3.625
"552","HS",18,"13-Jun-19",2,"HS - 18","100%","High","HS - 13-Jun-19",7,"7 - High",1.75,0.25
"553","HS",18,"15-Jul-19",0,"HS - 18","100%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"554","HS",18,"15-Jun-19",0,"HS - 18","100%","High","HS - 15-Jun-19",9,"9 - High",2.75,-2.75
"555","HS",18,"20-Jul-19",1,"HS - 18","100%","High","HS - 20-Jul-19",37,"37 - High",4.75,-3.75
"556","HS",18,"20-Jun-19",1,"HS - 18","100%","High","HS - 20-Jun-19",11,"11 - High",5.125,-4.125
"557","HS",18,"25-Jul-19",0,"HS - 18","100%","High","HS - 25-Jul-19",43,"43 - High",1.625,-1.625
"558","HS",18,"25-Jun-19",5,"HS - 18","100%","High","HS - 25-Jun-19",13,"13 - High",2.875,2.125
"559","HS",18,"28-Jul-19",0,"HS - 18","100%","High","HS - 28-Jul-19",48,"48 - High",2.625,-2.625
"560","HS",18,"28-Jun-19",3,"HS - 18","100%","High","HS - 28-Jun-19",18,"18 - High",5.125,-2.125
"561","HS",19,"02-Jul-19",6,"HS - 19","100%","High","HS - 02-Jul-19",23,"23 - High",2.125,3.875
"562","HS",19,"05-Jul-19",2,"HS - 19","100%","High","HS - 05-Jul-19",26,"26 - High",1.5,0.5
"563","HS",19,"05-Jun-19",0,"HS - 19","100%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"564","HS",19,"06-Jun-19",3,"HS - 19","100%","High","HS - 06-Jun-19",2,"2 - High",3.75,-0.75
"565","HS",19,"07-Jun-19",7,"HS - 19","100%","High","HS - 07-Jun-19",3,"3 - High",1.875,5.125
"566","HS",19,"09-Jul-19",1,"HS - 19","100%","High","HS - 09-Jul-19",30,"30 - High",0.75,0.25
"567","HS",19,"11-Jun-19",5,"HS - 19","100%","High","HS - 11-Jun-19",5,"5 - High",2.375,2.625
"568","HS",19,"13-Jun-19",5,"HS - 19","100%","High","HS - 13-Jun-19",7,"7 - High",1.75,3.25
"569","HS",19,"15-Jul-19",0,"HS - 19","100%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"570","HS",19,"15-Jun-19",0,"HS - 19","100%","High","HS - 15-Jun-19",9,"9 - High",2.75,-2.75
"571","HS",19,"20-Jul-19",5,"HS - 19","100%","High","HS - 20-Jul-19",37,"37 - High",4.75,0.25
"572","HS",19,"20-Jun-19",11,"HS - 19","100%","High","HS - 20-Jun-19",11,"11 - High",5.125,5.875
"573","HS",19,"25-Jul-19",0,"HS - 19","100%","High","HS - 25-Jul-19",43,"43 - High",1.625,-1.625
"574","HS",19,"25-Jun-19",1,"HS - 19","100%","High","HS - 25-Jun-19",13,"13 - High",2.875,-1.875
"575","HS",19,"28-Jul-19",1,"HS - 19","100%","High","HS - 28-Jul-19",48,"48 - High",2.625,-1.625
"576","HS",19,"28-Jun-19",1,"HS - 19","100%","High","HS - 28-Jun-19",18,"18 - High",5.125,-4.125
"577","HS",20,"02-Jul-19",2,"HS - 20","0%","High","HS - 02-Jul-19",23,"23 - High",2.125,-0.125
"578","HS",20,"05-Jul-19",2,"HS - 20","0%","High","HS - 05-Jul-19",26,"26 - High",1.5,0.5
"579","HS",20,"05-Jun-19",1,"HS - 20","0%","High","HS - 05-Jun-19",1,"1 - High",0.25,0.75
"580","HS",20,"06-Jun-19",5,"HS - 20","0%","High","HS - 06-Jun-19",2,"2 - High",3.75,1.25
"581","HS",20,"07-Jun-19",9,"HS - 20","0%","High","HS - 07-Jun-19",3,"3 - High",1.875,7.125
"582","HS",20,"09-Jul-19",3,"HS - 20","0%","High","HS - 09-Jul-19",30,"30 - High",0.75,2.25
"583","HS",20,"11-Jun-19",1,"HS - 20","0%","High","HS - 11-Jun-19",5,"5 - High",2.375,-1.375
"584","HS",20,"13-Jun-19",0,"HS - 20","0%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"585","HS",20,"15-Jul-19",1,"HS - 20","0%","High","HS - 15-Jul-19",33,"33 - High",2.375,-1.375
"586","HS",20,"15-Jun-19",1,"HS - 20","0%","High","HS - 15-Jun-19",9,"9 - High",2.75,-1.75
"587","HS",20,"20-Jul-19",11,"HS - 20","0%","High","HS - 20-Jul-19",37,"37 - High",4.75,6.25
"588","HS",20,"20-Jun-19",4,"HS - 20","0%","High","HS - 20-Jun-19",11,"11 - High",5.125,-1.125
"589","HS",20,"25-Jul-19",4,"HS - 20","0%","High","HS - 25-Jul-19",43,"43 - High",1.625,2.375
"590","HS",20,"25-Jun-19",12,"HS - 20","0%","High","HS - 25-Jun-19",13,"13 - High",2.875,9.125
"591","HS",20,"28-Jul-19",4,"HS - 20","0%","High","HS - 28-Jul-19",48,"48 - High",2.625,1.375
"592","HS",20,"28-Jun-19",15,"HS - 20","0%","High","HS - 28-Jun-19",18,"18 - High",5.125,9.875
"593","HS",21,"02-Jul-19",0,"HS - 21","30%","High","HS - 02-Jul-19",23,"23 - High",2.125,-2.125
"594","HS",21,"05-Jul-19",0,"HS - 21","30%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"595","HS",21,"05-Jun-19",0,"HS - 21","30%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"596","HS",21,"06-Jun-19",0,"HS - 21","30%","High","HS - 06-Jun-19",2,"2 - High",3.75,-3.75
"597","HS",21,"07-Jun-19",0,"HS - 21","30%","High","HS - 07-Jun-19",3,"3 - High",1.875,-1.875
"598","HS",21,"09-Jul-19",0,"HS - 21","30%","High","HS - 09-Jul-19",30,"30 - High",0.75,-0.75
"599","HS",21,"11-Jun-19",0,"HS - 21","30%","High","HS - 11-Jun-19",5,"5 - High",2.375,-2.375
"600","HS",21,"13-Jun-19",0,"HS - 21","30%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"601","HS",21,"15-Jul-19",0,"HS - 21","30%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"602","HS",21,"15-Jun-19",0,"HS - 21","30%","High","HS - 15-Jun-19",9,"9 - High",2.75,-2.75
"603","HS",21,"20-Jul-19",0,"HS - 21","30%","High","HS - 20-Jul-19",37,"37 - High",4.75,-4.75
"604","HS",21,"20-Jun-19",6,"HS - 21","30%","High","HS - 20-Jun-19",11,"11 - High",5.125,0.875
"605","HS",21,"25-Jul-19",0,"HS - 21","30%","High","HS - 25-Jul-19",43,"43 - High",1.625,-1.625
"606","HS",21,"25-Jun-19",1,"HS - 21","30%","High","HS - 25-Jun-19",13,"13 - High",2.875,-1.875
"607","HS",21,"28-Jul-19",1,"HS - 21","30%","High","HS - 28-Jul-19",48,"48 - High",2.625,-1.625
"608","HS",21,"28-Jun-19",3,"HS - 21","30%","High","HS - 28-Jun-19",18,"18 - High",5.125,-2.125
"609","HS",22,"02-Jul-19",1,"HS - 22","100%","High","HS - 02-Jul-19",23,"23 - High",2.125,-1.125
"610","HS",22,"05-Jul-19",0,"HS - 22","100%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"611","HS",22,"05-Jun-19",0,"HS - 22","100%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"612","HS",22,"06-Jun-19",0,"HS - 22","100%","High","HS - 06-Jun-19",2,"2 - High",3.75,-3.75
"613","HS",22,"07-Jun-19",0,"HS - 22","100%","High","HS - 07-Jun-19",3,"3 - High",1.875,-1.875
"614","HS",22,"09-Jul-19",1,"HS - 22","100%","High","HS - 09-Jul-19",30,"30 - High",0.75,0.25
"615","HS",22,"11-Jun-19",1,"HS - 22","100%","High","HS - 11-Jun-19",5,"5 - High",2.375,-1.375
"616","HS",22,"13-Jun-19",0,"HS - 22","100%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"617","HS",22,"15-Jul-19",0,"HS - 22","100%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"618","HS",22,"15-Jun-19",2,"HS - 22","100%","High","HS - 15-Jun-19",9,"9 - High",2.75,-0.75
"619","HS",22,"20-Jul-19",5,"HS - 22","100%","High","HS - 20-Jul-19",37,"37 - High",4.75,0.25
"620","HS",22,"20-Jun-19",0,"HS - 22","100%","High","HS - 20-Jun-19",11,"11 - High",5.125,-5.125
"621","HS",22,"25-Jul-19",0,"HS - 22","100%","High","HS - 25-Jul-19",43,"43 - High",1.625,-1.625
"622","HS",22,"25-Jun-19",3,"HS - 22","100%","High","HS - 25-Jun-19",13,"13 - High",2.875,0.125
"623","HS",22,"28-Jul-19",5,"HS - 22","100%","High","HS - 28-Jul-19",48,"48 - High",2.625,2.375
"624","HS",22,"28-Jun-19",0,"HS - 22","100%","High","HS - 28-Jun-19",18,"18 - High",5.125,-5.125
"625","HS",23,"02-Jul-19",4,"HS - 23","70%","High","HS - 02-Jul-19",23,"23 - High",2.125,1.875
"626","HS",23,"05-Jul-19",1,"HS - 23","70%","High","HS - 05-Jul-19",26,"26 - High",1.5,-0.5
"627","HS",23,"05-Jun-19",1,"HS - 23","70%","High","HS - 05-Jun-19",1,"1 - High",0.25,0.75
"628","HS",23,"06-Jun-19",2,"HS - 23","70%","High","HS - 06-Jun-19",2,"2 - High",3.75,-1.75
"629","HS",23,"07-Jun-19",1,"HS - 23","70%","High","HS - 07-Jun-19",3,"3 - High",1.875,-0.875
"630","HS",23,"09-Jul-19",2,"HS - 23","70%","High","HS - 09-Jul-19",30,"30 - High",0.75,1.25
"631","HS",23,"11-Jun-19",2,"HS - 23","70%","High","HS - 11-Jun-19",5,"5 - High",2.375,-0.375
"632","HS",23,"13-Jun-19",2,"HS - 23","70%","High","HS - 13-Jun-19",7,"7 - High",1.75,0.25
"633","HS",23,"15-Jul-19",1,"HS - 23","70%","High","HS - 15-Jul-19",33,"33 - High",2.375,-1.375
"634","HS",23,"15-Jun-19",2,"HS - 23","70%","High","HS - 15-Jun-19",9,"9 - High",2.75,-0.75
"635","HS",23,"20-Jul-19",11,"HS - 23","70%","High","HS - 20-Jul-19",37,"37 - High",4.75,6.25
"636","HS",23,"20-Jun-19",1,"HS - 23","70%","High","HS - 20-Jun-19",11,"11 - High",5.125,-4.125
"637","HS",23,"25-Jul-19",4,"HS - 23","70%","High","HS - 25-Jul-19",43,"43 - High",1.625,2.375
"638","HS",23,"25-Jun-19",11,"HS - 23","70%","High","HS - 25-Jun-19",13,"13 - High",2.875,8.125
"639","HS",23,"28-Jul-19",6,"HS - 23","70%","High","HS - 28-Jul-19",48,"48 - High",2.625,3.375
"640","HS",23,"28-Jun-19",19,"HS - 23","70%","High","HS - 28-Jun-19",18,"18 - High",5.125,13.875
"641","LN",1,"02-Jul-19",1,"LN - 1","70%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,-0.25
"642","LN",1,"05-Jul-19",1,"LN - 1","70%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-0.5
"643","LN",1,"05-Jun-19",0,"LN - 1","70%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,-0.125
"644","LN",1,"06-Jun-19",2,"LN - 1","70%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-0.875
"645","LN",1,"07-Jun-19",1,"LN - 1","70%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,-1.375
"646","LN",1,"09-Jul-19",0,"LN - 1","70%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-1.875
"647","LN",1,"11-Jun-19",7,"LN - 1","70%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,3.25
"648","LN",1,"13-Jun-19",0,"LN - 1","70%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-2.875
"649","LN",1,"15-Jul-19",10,"LN - 1","70%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,8.875
"650","LN",1,"15-Jun-19",2,"LN - 1","70%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-1.625
"651","LN",1,"20-Jul-19",3,"LN - 1","70%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,1.375
"652","LN",1,"20-Jun-19",0,"LN - 1","70%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-2.75
"653","LN",1,"25-Jul-19",0,"LN - 1","70%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-1.75
"654","LN",1,"25-Jun-19",0,"LN - 1","70%","Low","LN - 25-Jun-19",13,"13 - Low",4,-4
"655","LN",1,"28-Jul-19",1,"LN - 1","70%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-0.25
"656","LN",1,"28-Jun-19",5,"LN - 1","70%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,3.125
"657","LN",2,"02-Jul-19",2,"LN - 2","30%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,0.75
"658","LN",2,"05-Jul-19",1,"LN - 2","30%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-0.5
"659","LN",2,"05-Jun-19",0,"LN - 2","30%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,-0.125
"660","LN",2,"06-Jun-19",3,"LN - 2","30%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,0.125
"661","LN",2,"07-Jun-19",5,"LN - 2","30%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,2.625
"662","LN",2,"09-Jul-19",1,"LN - 2","30%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-0.875
"663","LN",2,"11-Jun-19",3,"LN - 2","30%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,-0.75
"664","LN",2,"13-Jun-19",2,"LN - 2","30%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-0.875
"665","LN",2,"15-Jul-19",9,"LN - 2","30%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,7.875
"666","LN",2,"15-Jun-19",1,"LN - 2","30%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-2.625
"667","LN",2,"20-Jul-19",2,"LN - 2","30%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,0.375
"668","LN",2,"20-Jun-19",1,"LN - 2","30%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-1.75
"669","LN",2,"25-Jul-19",2,"LN - 2","30%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,0.25
"670","LN",2,"25-Jun-19",5,"LN - 2","30%","Low","LN - 25-Jun-19",13,"13 - Low",4,1
"671","LN",2,"28-Jul-19",11,"LN - 2","30%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,9.75
"672","LN",2,"28-Jun-19",3,"LN - 2","30%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,1.125
"673","LN",3,"02-Jul-19",4,"LN - 3","70%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,2.75
"674","LN",3,"05-Jul-19",9,"LN - 3","70%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,7.5
"675","LN",3,"05-Jun-19",6,"LN - 3","70%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,5.875
"676","LN",3,"06-Jun-19",5,"LN - 3","70%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,2.125
"677","LN",3,"07-Jun-19",3,"LN - 3","70%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,0.625
"678","LN",3,"09-Jul-19",1,"LN - 3","70%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-0.875
"679","LN",3,"11-Jun-19",2,"LN - 3","70%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,-1.75
"680","LN",3,"13-Jun-19",4,"LN - 3","70%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,1.125
"681","LN",3,"15-Jul-19",4,"LN - 3","70%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,2.875
"682","LN",3,"15-Jun-19",7,"LN - 3","70%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,3.375
"683","LN",3,"20-Jul-19",5,"LN - 3","70%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,3.375
"684","LN",3,"20-Jun-19",4,"LN - 3","70%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,1.25
"685","LN",3,"25-Jul-19",2,"LN - 3","70%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,0.25
"686","LN",3,"25-Jun-19",4,"LN - 3","70%","Low","LN - 25-Jun-19",13,"13 - Low",4,0
"687","LN",3,"28-Jul-19",11,"LN - 3","70%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,9.75
"688","LN",3,"28-Jun-19",1,"LN - 3","70%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,-0.875
"689","LN",4,"02-Jul-19",3,"LN - 4","100%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,1.75
"690","LN",4,"05-Jul-19",0,"LN - 4","100%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-1.5
"691","LN",4,"05-Jun-19",0,"LN - 4","100%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,-0.125
"692","LN",4,"06-Jun-19",6,"LN - 4","100%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,3.125
"693","LN",4,"07-Jun-19",5,"LN - 4","100%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,2.625
"694","LN",4,"09-Jul-19",0,"LN - 4","100%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-1.875
"695","LN",4,"11-Jun-19",5,"LN - 4","100%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,1.25
"696","LN",4,"13-Jun-19",3,"LN - 4","100%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,0.125
"697","LN",4,"15-Jul-19",0,"LN - 4","100%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,-1.125
