,plot,transect_ID,treatment,genotype,plot_grid,complexity,replicate_N_or_S,survey_number,month,day,year,date,visit,time_block,surveyor,cloud_cover(%),current,wind_speed,wind_direction,start_time,end_time,survey_elapsed_time,survey_type,SpeciesCode,common_name,SpeciesName,Genus,Family,Order,MaxLength,TrophicLevel,a,b,MajorTrophicGroup,SubTrophicGroup,FishingStatus,log a,L inf,grid_number,life_phase,TL,transit,plot_grid_survey,plot_grid_visit
5466,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,17,A,5,NA,HS - 17 - 120,HS - 17 - 8
5467,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,17,J,1,NA,HS - 17 - 120,HS - 17 - 8
5468,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,17,J,2,NA,HS - 17 - 120,HS - 17 - 8
5469,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,17,J,3,NA,HS - 17 - 120,HS - 17 - 8
5470,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,17,J,3,NA,HS - 17 - 120,HS - 17 - 8
5471,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,17,J,3,NA,HS - 17 - 120,HS - 17 - 8
5472,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,17,J,4,NA,HS - 17 - 120,HS - 17 - 8
5473,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,17,A,8,NA,HS - 17 - 120,HS - 17 - 8
5474,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,17,A,12,NA,HS - 17 - 120,HS - 17 - 8
5475,HS,c,100A,NA,HS - 17,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-03-11,Yellowtail Damselfish,Microspathodon chrysurus,Microspathodon,Pomacentridae,Perciformes,21,2.1,0.0239,3.0825,Herbivore,Small Territorial Herbivore,Aquarium,-4.7033,21,17,A,16,NA,HS - 17 - 120,HS - 17 - 8
5476,HS,c,100L,M5,HS - 18,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,18,J,2,NA,HS - 18 - 120,HS - 18 - 8
5477,HS,c,100L,M5,HS - 18,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,18,J,2,NA,HS - 18 - 120,HS - 18 - 8
5478,HS,c,100L,M5,HS - 18,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,18,J,2.5,NA,HS - 18 - 120,HS - 18 - 8
5479,HS,c,100L,M5,HS - 18,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,18,J,3,NA,HS - 18 - 120,HS - 18 - 8
5480,HS,c,100L,M5,HS - 18,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,18,J,3,NA,HS - 18 - 120,HS - 18 - 8
5481,HS,c,100L,M5,HS - 18,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,18,J,5,NA,HS - 18 - 120,HS - 18 - 8
5482,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,3,NA,HS - 19 - 120,HS - 19 - 8
5483,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,3,NA,HS - 19 - 120,HS - 19 - 8
5484,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,4,NA,HS - 19 - 120,HS - 19 - 8
5485,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,4,NA,HS - 19 - 120,HS - 19 - 8
5486,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,4,NA,HS - 19 - 120,HS - 19 - 8
5487,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,4,NA,HS - 19 - 120,HS - 19 - 8
5488,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,5,NA,HS - 19 - 120,HS - 19 - 8
5489,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,5,NA,HS - 19 - 120,HS - 19 - 8
5490,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,5,NA,HS - 19 - 120,HS - 19 - 8
5491,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,5,NA,HS - 19 - 120,HS - 19 - 8
5492,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,6,NA,HS - 19 - 120,HS - 19 - 8
5493,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,6,NA,HS - 19 - 120,HS - 19 - 8
5494,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,6,NA,HS - 19 - 120,HS - 19 - 8
5495,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,7,NA,HS - 19 - 120,HS - 19 - 8
5496,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,19,J,7,NA,HS - 19 - 120,HS - 19 - 8
5497,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,19,A,2.5,NA,HS - 19 - 120,HS - 19 - 8
5498,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,19,A,10,NA,HS - 19 - 120,HS - 19 - 8
5499,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,409-01-01,Ocean Surgeonfish,Acanthurus bahianus,Acanthurus,Acanthuridae,Perciformes,38,2,0.0236,2.9752,Herbivore,Roving Herbivore,Minor commercial,-4.6005,38,19,A,21,NA,HS - 19 - 120,HS - 19 - 8
5500,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,396-01-11,Roughead Blenny,Enneanectes boehlkei,Enneanectes,Tripterygiidae,Perciformes,4,NA,0.0141,3.05,Herbivore,Small Territorial Herbivore,Aquarium,NA,4,19,A,2,NA,HS - 19 - 120,HS - 19 - 8
5501,HS,c,100L,M1,HS - 19,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,316-02-01,Yellowtail Snapper,Ocyurus chrysurus,Ocyurus,Lutjanidae,Perciformes,86,3.9,0.0405,2.718,Planktivore,Planktivore-oceanic schooler,Moderate commercial,-4.1108,86,19,A,20,NA,HS - 19 - 120,HS - 19 - 8
5502,HS,c,100A,NA,HS - 20,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,20,A,5,NA,HS - 20 - 120,HS - 20 - 8
5503,HS,c,100A,NA,HS - 20,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,20,A,6,NA,HS - 20 - 120,HS - 20 - 8
5504,HS,c,100A,NA,HS - 20,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,20,A,6,NA,HS - 20 - 120,HS - 20 - 8
5505,HS,c,100A,NA,HS - 20,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,20,J,6,NA,HS - 20 - 120,HS - 20 - 8
5506,HS,c,100A,NA,HS - 20,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,20,A,3,NA,HS - 20 - 120,HS - 20 - 8
5507,HS,c,100A,NA,HS - 20,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,360-05-11,Stoplight Parrotfish,Sparisoma viride,Sparisoma,Scaridae,Perciformes,64,2,0.037,2.905,Herbivore,Roving Herbivore,Minor commercial,NA,64,20,A,38,NA,HS - 20 - 120,HS - 20 - 8
5508,HS,c,100A,NA,HS - 20,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,360-05-11,Stoplight Parrotfish,Sparisoma viride,Sparisoma,Scaridae,Perciformes,64,2,0.037,2.905,Herbivore,Roving Herbivore,Minor commercial,NA,64,20,A,40,NA,HS - 20 - 120,HS - 20 - 8
5509,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,21,J,4,NA,HS - 21 - 120,HS - 21 - 8
5510,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,21,J,4,NA,HS - 21 - 120,HS - 21 - 8
5511,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,21,J,5,NA,HS - 21 - 120,HS - 21 - 8
5512,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,21,J,5,NA,HS - 21 - 120,HS - 21 - 8
5513,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,21,J,6,NA,HS - 21 - 120,HS - 21 - 8
5514,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,21,J,6,NA,HS - 21 - 120,HS - 21 - 8
5515,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,21,J,2,NA,HS - 21 - 120,HS - 21 - 8
5516,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,21,A,14,NA,HS - 21 - 120,HS - 21 - 8
5517,HS,c,30L70A,U63,HS - 21,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,360-09-14,Queen Parrotfish,Scarus vetula,Scarus,Scaridae,Perciformes,61,2,0.0177,3.33,Herbivore,Roving Herbivore,Minor commercial,-5.5396,61,21,A,42,NA,HS - 21 - 120,HS - 21 - 8
5518,HS,c,100L,U63,HS - 22,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,22,A,9,NA,HS - 22 - 120,HS - 22 - 8
5519,HS,c,100L,U63,HS - 22,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,392-01-05,Rosy Blenny,Malacoctenus macropus,Malacoctenus,Labrisomidae,Perciformes,6,NA,0.0341,2.72,Invertivore,Mobile Invert Feeder,Aquarium,NA,6,22,A,1,NA,HS - 22 - 120,HS - 22 - 8
5520,HS,c,100L,U63,HS - 22,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,360-05-11,Stoplight Parrotfish,Sparisoma viride,Sparisoma,Scaridae,Perciformes,64,2,0.037,2.905,Herbivore,Roving Herbivore,Minor commercial,NA,64,22,I,34,NA,HS - 22 - 120,HS - 22 - 8
5521,HS,c,100L,U63,HS - 22,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-03-11,Yellowtail Damselfish,Microspathodon chrysurus,Microspathodon,Pomacentridae,Perciformes,21,2.1,0.0239,3.0825,Herbivore,Small Territorial Herbivore,Aquarium,-4.7033,21,22,A,15,NA,HS - 22 - 120,HS - 22 - 8
5522,HS,c,70L30A,K1,HS - 23,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,23,A,5,NA,HS - 23 - 120,HS - 23 - 8
5523,HS,c,70L30A,K1,HS - 23,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,409-01-02,Blue Tang,Acanthurus coeruleus,Acanthurus,Acanthuridae,Perciformes,39,2,0.0305,3,Herbivore,Roving Herbivore,Minor commercial,-4.2165,39,23,A,19,NA,HS - 23 - 120,HS - 23 - 8
5524,HS,c,70L30A,K1,HS - 23,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,409-01-01,Ocean Surgeonfish,Acanthurus bahianus,Acanthurus,Acanthuridae,Perciformes,38,2,0.0236,2.9752,Herbivore,Roving Herbivore,Minor commercial,-4.6005,38,23,A,18,NA,HS - 23 - 120,HS - 23 - 8
5525,HS,c,70L30A,K1,HS - 23,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,409-01-01,Ocean Surgeonfish,Acanthurus bahianus,Acanthurus,Acanthuridae,Perciformes,38,2,0.0236,2.9752,Herbivore,Roving Herbivore,Minor commercial,-4.6005,38,23,A,20,NA,HS - 23 - 120,HS - 23 - 8
5526,HS,c,70L30A,K1,HS - 23,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,360-05-11,Stoplight Parrotfish,Sparisoma viride,Sparisoma,Scaridae,Perciformes,64,2,0.037,2.905,Herbivore,Roving Herbivore,Minor commercial,NA,64,23,A,46,NA,HS - 23 - 120,HS - 23 - 8
5527,HS,c,70L30A,K1,HS - 23,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,23,I,13,NA,HS - 23 - 120,HS - 23 - 8
5528,HS,c,control,NA,HS - 24,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,409-01-02,Blue Tang,Acanthurus coeruleus,Acanthurus,Acanthuridae,Perciformes,39,2,0.0305,3,Herbivore,Roving Herbivore,Minor commercial,-4.2165,39,24,J,4,yes,HS - 24 - 120,HS - 24 - 8
5529,HS,c,control,NA,HS - 24,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,24,J,4,yes,HS - 24 - 120,HS - 24 - 8
5530,HS,c,control,NA,HS - 24,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,24,J,5,yes,HS - 24 - 120,HS - 24 - 8
5531,HS,c,control,NA,HS - 24,High,S,120,June,20,2019,20-Jun-19,8,middle,Kelsey,20,M,5,SE,13:21:00,13:42:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,24,J,5,yes,HS - 24 - 120,HS - 24 - 8
